stance_1,stance_2,polarity,timestamp,key,wave
I am a picky eater,I eat beef occasionally,positive,2025-12-09T19:55:38.580Z,a3557ae863ad9e1d,1
I am a picky eater,I eat what is available,positive,2025-12-09T19:55:39.872Z,a3557ae863ad9e1d,1
I eat foods I like,I eat what is available,positive,2025-12-09T19:55:42.410Z,a3557ae863ad9e1d,1
I eat foods I like,I eat beef occasionally,positive,2025-12-09T19:55:43.612Z,a3557ae863ad9e1d,1
I eat what is available,I eat a lot of chicken,positive,2025-12-09T19:56:16.617Z,a3557ae863ad9e1d,1
I eat what is available,I eat beef occasionally,positive,2025-12-09T19:56:17.769Z,a3557ae863ad9e1d,1
I am a picky eater,Limited money sometimes reduces meat consumption,negative,2025-12-09T19:56:27.591Z,a3557ae863ad9e1d,1
I am a picky eater,Limited time sometimes reduces meat consumption,negative,2025-12-09T19:56:28.746Z,a3557ae863ad9e1d,1
Limited time sometimes reduces meat consumption,I eat what is available,negative,2025-12-09T19:56:32.229Z,a3557ae863ad9e1d,1
Limited money sometimes reduces meat consumption,I eat what is available,negative,2025-12-09T19:56:33.613Z,a3557ae863ad9e1d,1
I enjoy the taste of meat,I grew up eating meat,positive,2025-12-09T19:03:16.746Z,ad62d2edd2e18b97,1
I enjoy the taste of meat,Most people around me eat meat,positive,2025-12-09T19:03:39.485Z,ad62d2edd2e18b97,1
I eat meat in most meals,Most people around me eat meat,positive,2025-12-09T19:03:48.340Z,ad62d2edd2e18b97,1
Chicken is easy to cook and incorporate,I grew up eating meat,positive,2025-12-09T19:03:54.512Z,ad62d2edd2e18b97,1
I enjoy the taste of meat,I get satisfaction from eating meat,positive,2025-12-09T19:04:04.742Z,ad62d2edd2e18b97,1
I enjoy the taste of meat,I eat meat in most meals,positive,2025-12-09T19:04:18.344Z,ad62d2edd2e18b97,1
I am concerned about climate change,I eat less beef than I used to,positive,2025-12-09T19:04:25.360Z,ad62d2edd2e18b97,1
I am concerned about climate change,I hear about environmental impact in the news,positive,2025-12-09T19:04:32.376Z,ad62d2edd2e18b97,1
I do not desire beef as much,I eat less beef than I used to,positive,2025-12-09T19:04:49.190Z,ad62d2edd2e18b97,1
I am concerned about climate change,I enjoy the taste of meat,negative,2025-12-09T19:05:14.151Z,ad62d2edd2e18b97,1
I eat meat in most meals,I am concerned about climate change,negative,2025-12-09T19:05:26.315Z,ad62d2edd2e18b97,1
I eat meat in most meals,I do not desire beef as much,negative,2025-12-09T19:05:30.942Z,ad62d2edd2e18b97,1
I hear about environmental impact in the news,I enjoy the taste of meat,negative,2025-12-09T19:05:43.888Z,ad62d2edd2e18b97,1
I enjoy the taste of meat,I eat less beef than I used to,negative,2025-12-09T19:05:56.529Z,ad62d2edd2e18b97,1
I believe animals should have ethical lives,I avoid eating swine,positive,2025-12-09T19:05:09.082Z,3828779ad7644dd3,1
I believe animals should have ethical lives,I consider animal cruelty in my choices,positive,2025-12-09T19:05:12.600Z,3828779ad7644dd3,1
I try to buy ethically sourced meat,I plan to buy a whole cow,positive,2025-12-09T19:05:15.105Z,3828779ad7644dd3,1
I believe animals should have ethical lives,I try to buy ethically sourced meat,positive,2025-12-09T19:05:51.545Z,3828779ad7644dd3,1
Financial limitations affect my meat choices,I try to buy ethically sourced meat,negative,2025-12-09T19:06:03.306Z,3828779ad7644dd3,1
Financial limitations affect my meat choices,I plan to buy a whole cow,negative,2025-12-09T19:06:05.443Z,3828779ad7644dd3,1
Financial limitations affect my meat choices,I consider animal cruelty in my choices,negative,2025-12-09T19:06:08.505Z,3828779ad7644dd3,1
My dad and stepmom are vegetarians,Social contacts believe vegetarianism is healthier,positive,2025-12-09T19:15:08.351Z,41c5996495e366da,1
I eat meat two to three times weekly,I want to be healthier,positive,2025-12-09T19:15:12.824Z,41c5996495e366da,1
I eat meat two to three times weekly,I care about the environment,positive,2025-12-09T19:15:36.327Z,41c5996495e366da,1
I eat meat two to three times weekly,I care about animal welfare,positive,2025-12-09T19:15:37.736Z,41c5996495e366da,1
I have trouble getting protein elsewhere,I care about animal welfare,negative,2025-12-09T19:15:44.655Z,41c5996495e366da,1
I have trouble getting enough iron,I care about animal welfare,negative,2025-12-09T19:15:46.807Z,41c5996495e366da,1
Eating meat is a habit for me,I care about animal welfare,negative,2025-12-09T19:15:50.199Z,41c5996495e366da,1
I eat meat two to three times weekly,I care about animal welfare,negative,2025-12-09T19:15:52.375Z,41c5996495e366da,1
We believe fish and chicken are healthier,I try to eat healthy fish,positive,2025-12-09T19:23:10.463Z,54b98e8a7620dd67,1
I try to eat more chicken,I try to eat healthy fish,positive,2025-12-09T19:23:15.683Z,54b98e8a7620dd67,1
We believe fish and chicken are healthier,I am motivated by health advice,positive,2025-12-09T19:23:32.307Z,54b98e8a7620dd67,1
My social contacts follow similar eating habits,I try to eat healthy fish,positive,2025-12-09T19:23:37.068Z,54b98e8a7620dd67,1
I try to eat healthy fish,I eat steak as a reward,negative,2025-12-09T19:23:53.027Z,54b98e8a7620dd67,1
I try to eat healthy fish,I occasionally enjoy steak at restaurants,negative,2025-12-09T19:23:57.667Z,54b98e8a7620dd67,1
I occasionally enjoy steak at restaurants,I am motivated by health advice,negative,2025-12-09T19:24:03.062Z,54b98e8a7620dd67,1
I try to cut down on red meat,I eat steak as a reward,negative,2025-12-09T19:24:16.165Z,54b98e8a7620dd67,1
I try to cut down on red meat,I occasionally enjoy steak at restaurants,negative,2025-12-09T19:24:19.460Z,54b98e8a7620dd67,1
I believe meat is nutritious,I eat meat for protein,positive,2025-12-09T19:47:35.961Z,4dc0b760b47b9e68,1
I believe meat is nutritious,I eat meat for iron,positive,2025-12-09T19:47:40.677Z,4dc0b760b47b9e68,1
I believe meat is nutritious,I eat meat for healthy fats,positive,2025-12-09T19:47:47.100Z,4dc0b760b47b9e68,1
I eat meat for protein,I eat meat for iron,positive,2025-12-09T19:49:25.746Z,4dc0b760b47b9e68,1
I enjoy the taste of meat,I eat meat for healthy fats,positive,2025-12-09T19:51:36.925Z,4dc0b760b47b9e68,1
I enjoy the taste of meat,I eat meat for protein,positive,2025-12-09T19:51:39.138Z,4dc0b760b47b9e68,1
I enjoy the taste of meat,I eat meat for iron,positive,2025-12-09T19:51:41.310Z,4dc0b760b47b9e68,1
Convenience influences my meat consumption,I avoid meat when I don't crave it,positive,2025-12-09T19:52:05.021Z,4dc0b760b47b9e68,1
I believe meat is nutritious,I enjoy the taste of meat,positive,2025-12-09T19:52:25.803Z,4dc0b760b47b9e68,1
I sometimes eat meat during holidays,I enjoy the taste of meat,positive,2025-12-09T19:52:49.427Z,4dc0b760b47b9e68,1
I sometimes skip meat to eat lighter,I eat meat for protein,negative,2025-12-09T19:54:33.901Z,4dc0b760b47b9e68,1
I sometimes skip meat to eat lighter,I eat meat for iron,negative,2025-12-09T19:54:36.815Z,4dc0b760b47b9e68,1
I sometimes skip meat to eat lighter,I eat meat for healthy fats,negative,2025-12-09T19:54:38.888Z,4dc0b760b47b9e68,1
I sometimes skip meat to eat lighter,I believe meat is nutritious,negative,2025-12-09T19:54:41.827Z,4dc0b760b47b9e68,1
I sometimes skip meat to eat lighter,I enjoy the taste of meat,negative,2025-12-09T19:54:51.226Z,4dc0b760b47b9e68,1
Meat can be expensive for me,I eat meat for healthy fats,negative,2025-12-09T19:55:03.195Z,4dc0b760b47b9e68,1
Meat can be expensive for me,I eat meat for protein,negative,2025-12-09T19:55:05.155Z,4dc0b760b47b9e68,1
Meat can be expensive for me,I eat meat for iron,negative,2025-12-09T19:55:11.805Z,4dc0b760b47b9e68,1
Meat can be expensive for me,I enjoy the taste of meat,negative,2025-12-09T19:55:22.463Z,4dc0b760b47b9e68,1
I sometimes skip meat to eat lighter,I sometimes eat meat during holidays,negative,2025-12-09T19:55:30.547Z,4dc0b760b47b9e68,1
I avoid meat when I don't crave it,I eat meat for protein,negative,2025-12-09T19:55:39.499Z,4dc0b760b47b9e68,1
I am concerned about my health,I sometimes skip meat for meals,positive,2025-12-09T19:33:46.819Z,5d841d10765ae730,1
I am concerned about my health,I am concerned about the environment,positive,2025-12-09T19:33:50.096Z,5d841d10765ae730,1
I sometimes skip meat for meals,I sometimes avoid pork,positive,2025-12-09T19:34:01.819Z,5d841d10765ae730,1
I eat meat for most meals,I am interested in trying new meats,positive,2025-12-09T19:34:05.485Z,5d841d10765ae730,1
I am concerned about the environment,I sometimes skip meat for meals,positive,2025-12-09T19:34:10.793Z,5d841d10765ae730,1
I am concerned about the environment,I sometimes avoid pork,positive,2025-12-09T19:34:17.671Z,5d841d10765ae730,1
I am concerned about my health,I sometimes avoid pork,positive,2025-12-09T19:34:31.123Z,5d841d10765ae730,1
I am concerned about the environment,I eat meat for most meals,negative,2025-12-09T19:35:12.735Z,5d841d10765ae730,1
I am concerned about the environment,I am interested in trying new meats,negative,2025-12-09T19:35:16.313Z,5d841d10765ae730,1
I sometimes skip meat for meals,I eat meat for most meals,negative,2025-12-09T19:35:40.469Z,5d841d10765ae730,1
I am concerned about my health,I eat meat for most meals,negative,2025-12-09T19:36:52.629Z,5d841d10765ae730,1
I am interested in trying new meats,I sometimes skip meat for meals,negative,2025-12-09T19:37:24.573Z,5d841d10765ae730,1
I enjoy eating meat,I reduced pork consumption significantly,positive,2025-12-09T19:35:22.126Z,fabbe87caf2e1c00,1
I try to limit meat to once daily,People around me increasingly avoid meat,positive,2025-12-09T19:35:25.226Z,fabbe87caf2e1c00,1
I enjoy eating meat,I believe meat is nutritious,positive,2025-12-09T19:35:41.146Z,fabbe87caf2e1c00,1
I am concerned about animal welfare,I try to limit meat to once daily,positive,2025-12-09T19:36:05.447Z,fabbe87caf2e1c00,1
Social contacts care about animal welfare,I am concerned about animal welfare,positive,2025-12-09T19:36:14.445Z,fabbe87caf2e1c00,1
I try to limit meat to once daily,I believe meat impacts the environment,positive,2025-12-09T19:36:32.534Z,fabbe87caf2e1c00,1
I enjoy eating meat,I am concerned about animal welfare,negative,2025-12-09T19:37:58.933Z,fabbe87caf2e1c00,1
I believe meat is nutritious,People around me increasingly avoid meat,negative,2025-12-09T19:38:13.201Z,fabbe87caf2e1c00,1
I try to limit meat to once daily,I enjoy eating meat,negative,2025-12-09T19:38:17.653Z,fabbe87caf2e1c00,1
Social contacts care about animal welfare,I enjoy eating meat,negative,2025-12-09T19:38:25.921Z,fabbe87caf2e1c00,1
I enjoy eating meat,I believe meat impacts the environment,negative,2025-12-09T19:38:34.373Z,fabbe87caf2e1c00,1
I reduced pork consumption significantly,I enjoy eating meat,negative,2025-12-09T19:38:40.029Z,fabbe87caf2e1c00,1
I do not like red meat texture,I avoid red meat,positive,2025-12-09T19:34:36.042Z,c425ac83f24beef2,1
I avoid red meat,Red meat is unhealthy,positive,2025-12-09T19:34:38.308Z,c425ac83f24beef2,1
I avoid red meat,I do not like red meat taste,positive,2025-12-09T19:34:41.075Z,c425ac83f24beef2,1
I avoid red meat,I enjoy vegetables and salads,positive,2025-12-09T19:35:21.125Z,c425ac83f24beef2,1
I mainly eat chicken or fish,I avoid red meat,positive,2025-12-09T19:35:23.658Z,c425ac83f24beef2,1
I avoid red meat,My husband prefers red meat,negative,2025-12-09T19:35:41.392Z,c425ac83f24beef2,1
I wish more people would stop eating red meat,I avoid red meat,negative,2025-12-09T19:35:48.525Z,c425ac83f24beef2,1
I enjoy eating meat,Meat tastes good to me,positive,2025-12-09T19:22:30.233Z,248480856d4a9c8c,1
My wife's family raises cattle,Meat is a cultural staple in my family,positive,2025-12-09T19:22:43.346Z,248480856d4a9c8c,1
Meat is a cultural staple in my family,My family prefers steak,positive,2025-12-09T19:22:50.537Z,248480856d4a9c8c,1
My wife's family raises cattle,"I prefer grass-fed, ethically treated beef",positive,2025-12-09T19:22:54.409Z,248480856d4a9c8c,1
I enjoy eating meat,I eat beef and chicken regularly,positive,2025-12-09T19:23:19.585Z,248480856d4a9c8c,1
Meat tastes good to me,Meat is a good protein source,positive,2025-12-09T19:23:27.169Z,248480856d4a9c8c,1
I think balance with meat is important,I eat more plant-based foods,positive,2025-12-09T19:43:01.513Z,36d1ca03b3d61873,1
I want to avoid disease from meat,I limit the meat that I eat,positive,2025-12-09T19:43:11.752Z,36d1ca03b3d61873,1
I want to improve my digestion,I feel better with less meat,positive,2025-12-09T19:43:16.685Z,36d1ca03b3d61873,1
I am concerned about hormones in meat,I sometimes eat lean meats like chicken,negative,2025-12-09T19:43:33.691Z,36d1ca03b3d61873,1
I feel better with less meat,I want to avoid disease from meat,negative,2025-12-09T19:43:46.632Z,36d1ca03b3d61873,1
I want to get enough protein,I believe meat is nutrient-rich,positive,2025-12-09T20:12:58.631Z,5ae9064e5cbccf07,1
My family values nutrition knowledge,Meat is a cultural habit in my country,positive,2025-12-09T20:13:04.346Z,5ae9064e5cbccf07,1
I learned meat-eating from childhood,My family values nutrition knowledge,positive,2025-12-09T20:13:09.752Z,5ae9064e5cbccf07,1
I learned meat-eating from childhood,Meat is a cultural habit in my country,positive,2025-12-09T20:13:12.072Z,5ae9064e5cbccf07,1
I try to get enough protein from meat,I want to get enough protein,positive,2025-12-09T20:13:29.227Z,5ae9064e5cbccf07,1
I believe meat is nutrient-rich,I try to get enough protein from meat,positive,2025-12-09T20:13:32.274Z,5ae9064e5cbccf07,1
I eat more fish when more is available,I can afford to buy fish,positive,2025-12-09T20:13:38.362Z,5ae9064e5cbccf07,1
My family values nutrition knowledge,My family included meat in daily meals,positive,2025-12-09T20:13:51.567Z,5ae9064e5cbccf07,1
Meat is a cultural habit in my country,My family included meat in daily meals,positive,2025-12-09T20:13:55.638Z,5ae9064e5cbccf07,1
My family included meat in daily meals,I learned meat-eating from childhood,positive,2025-12-09T20:13:57.998Z,5ae9064e5cbccf07,1
I want to get enough protein,I avoid pork,negative,2025-12-09T20:14:48.939Z,5ae9064e5cbccf07,1
I believe meat is nutrient-rich,I avoid pork,negative,2025-12-09T20:14:56.769Z,5ae9064e5cbccf07,1
I avoid pork,I try to get enough protein from meat,negative,2025-12-09T20:15:11.727Z,5ae9064e5cbccf07,1
Meat is part of almost every meal locally,People around me prefer meat with every meal,positive,2025-12-09T19:57:59.800Z,0266776e84599980,1
My preference for protein is fish or eggs,Meat is part of almost every meal locally,positive,2025-12-09T19:58:11.687Z,0266776e84599980,1
I am happy with vegetarian meals,I include meat to complete meals,positive,2025-12-09T19:58:21.225Z,0266776e84599980,1
Meat is part of almost every meal locally,I include meat to complete meals,negative,2025-12-09T19:58:46.254Z,0266776e84599980,1
Meat is part of almost every meal locally,I am happy with vegetarian meals,negative,2025-12-09T19:58:50.709Z,0266776e84599980,1
I eat meat with most meals,Christianity supports eating meat for me,positive,2025-12-09T19:30:01.504Z,25d9c5f16c668c52,1
I eat meat with most meals,I believe eating meat is healthy,positive,2025-12-09T19:30:03.864Z,25d9c5f16c668c52,1
I enjoy the flavor of some meats,I eat meat with most meals,positive,2025-12-09T19:30:07.314Z,25d9c5f16c668c52,1
I eat meat with most meals,I live in Texas where meat-eating is common,positive,2025-12-09T19:30:09.458Z,25d9c5f16c668c52,1
I live in Texas where meat-eating is common,Everyone I know is a meat eater,positive,2025-12-09T19:30:20.522Z,25d9c5f16c668c52,1
Eating meat is a habit for me,I eat meat with most meals,positive,2025-12-09T19:30:23.163Z,25d9c5f16c668c52,1
I consider environmental impacts of eating meat,Christianity supports eating meat for me,negative,2025-12-09T19:30:47.002Z,25d9c5f16c668c52,1
I believe eating less meat helps the environment,I think it's healthier to eat less meat,positive,2025-12-09T19:29:53.138Z,5e00cb1279c86d31,1
I wish I ate less meat,I believe eating less meat helps the environment,positive,2025-12-09T19:30:11.852Z,5e00cb1279c86d31,1
I am concerned about animal deaths,I believe eating less meat helps the environment,positive,2025-12-09T19:30:18.047Z,5e00cb1279c86d31,1
