stance_1,stance_2,polarity,explicitness,strength,key,wave
I eat meat at least once daily,I am motivated to eat healthier,negative,explicit,60,c038519ac4670f62,1
I enjoy the taste of meat,I was raised eating meat regularly,positive,explicit,80,c038519ac4670f62,1
I eat meat at least once daily,I enjoy the taste of meat,positive,implicit,80,c038519ac4670f62,1
I lack vegan recipes I like,Meat-based meals are convenient for me,positive,explicit,70,c038519ac4670f62,1
I eat meat at least once daily,Meat-based meals are convenient for me,positive,explicit,80,c038519ac4670f62,1
I prepare vegan meals for social occasions,I am motivated to eat healthier,positive,implicit,40,c038519ac4670f62,1
I lack vegan recipes I like,I prepare vegan meals for social occasions,negative,implicit,50,c038519ac4670f62,1
I lack vegan recipes I like,I was raised eating meat regularly,positive,implicit,35,c038519ac4670f62,1
I am used to eating meat,I eat meat most nights,positive,explicit,90,6db699e0a33315d4,1
I am used to eating meat,My family eats meat most nights,positive,explicit,80,6db699e0a33315d4,1
I am used to eating meat,I eat what I crave,positive,implicit,60,6db699e0a33315d4,1
I eat meat most nights,My family eats meat most nights,positive,explicit,95,6db699e0a33315d4,1
I eat meat most nights,I eat what I crave,positive,implicit,60,6db699e0a33315d4,1
I eat meat most nights,Meat is tasty to eat,positive,implicit,50,6db699e0a33315d4,1
I eat what I crave,Meat is tasty to eat,positive,implicit,70,6db699e0a33315d4,1
I watched documentaries about meat processing,Processed meats are unhealthy,positive,explicit,100,6db699e0a33315d4,1
I watched documentaries about meat processing,Eating too much meat is unhealthy,positive,explicit,80,6db699e0a33315d4,1
Meat is tasty to eat,Eating too much meat is unhealthy,negative,implicit,40,6db699e0a33315d4,1
I am used to eating meat,Eating too much meat is unhealthy,negative,implicit,30,6db699e0a33315d4,1
I eat meat most nights,Eating too much meat is unhealthy,negative,implicit,40,6db699e0a33315d4,1
Processed meats are unhealthy,Eating too much meat is unhealthy,positive,implicit,70,6db699e0a33315d4,1
Family reasons prevent total meat elimination,Health reasons prevent total meat elimination,positive,explicit,90,bb10b3e293fa7488,1
Family reasons prevent total meat elimination,I eat beef occasionally,positive,explicit,65,bb10b3e293fa7488,1
Family reasons prevent total meat elimination,I eat chicken a few times a week,positive,explicit,65,bb10b3e293fa7488,1
Family reasons prevent total meat elimination,I share meat-eating habits with my partner,positive,explicit,60,bb10b3e293fa7488,1
Health reasons prevent total meat elimination,I eat beef occasionally,positive,explicit,70,bb10b3e293fa7488,1
Health reasons prevent total meat elimination,I eat chicken a few times a week,positive,explicit,70,bb10b3e293fa7488,1
Health reasons prevent total meat elimination,I share meat-eating habits with my partner,positive,explicit,60,bb10b3e293fa7488,1
I am in favor of animal rights,I avoid eating intelligent animals,positive,explicit,90,bb10b3e293fa7488,1
I am in favor of animal rights,I feel moral unease about eating animals,positive,explicit,90,bb10b3e293fa7488,1
I am in favor of animal rights,I want to eliminate meat from my diet,positive,explicit,85,bb10b3e293fa7488,1
I avoid eating intelligent animals,I feel moral unease about eating animals,positive,explicit,85,bb10b3e293fa7488,1
I eat beef occasionally,I feel moral unease about eating animals,negative,explicit,65,bb10b3e293fa7488,1
I eat chicken a few times a week,I feel moral unease about eating animals,negative,explicit,65,bb10b3e293fa7488,1
I avoid eating intelligent animals,I never eat pork,positive,explicit,95,bb10b3e293fa7488,1
I feel moral unease about eating animals,I want to eliminate meat from my diet,positive,explicit,85,bb10b3e293fa7488,1
I never eat pork,I want to eliminate meat from my diet,positive,implicit,60,bb10b3e293fa7488,1
I share meat-eating habits with my partner,I want to eliminate meat from my diet,positive,implicit,55,bb10b3e293fa7488,1
Family reasons prevent total meat elimination,I want to eliminate meat from my diet,negative,explicit,90,bb10b3e293fa7488,1
Health reasons prevent total meat elimination,I want to eliminate meat from my diet,negative,explicit,90,bb10b3e293fa7488,1
Availability influences my meat choices,Cost influences my meat choices,positive,explicit,80,7c0d0af95f8b1f08,1
Availability influences my meat choices,I eat mainly chicken and poultry,positive,implicit,40,7c0d0af95f8b1f08,1
Cost influences my meat choices,I eat mainly chicken and poultry,positive,implicit,40,7c0d0af95f8b1f08,1
I am the main household cook,My household eats what I cook,positive,explicit,95,7c0d0af95f8b1f08,1
I eat mainly chicken and poultry,I eat meat daily,positive,explicit,90,7c0d0af95f8b1f08,1
I eat meat because it is filling,I eat meat daily,positive,explicit,80,7c0d0af95f8b1f08,1
I eat meat because it is filling,I eat mainly chicken and poultry,positive,implicit,35,7c0d0af95f8b1f08,1
I eat meat because it is filling,We raise our own chickens,positive,implicit,30,7c0d0af95f8b1f08,1
I eat mainly chicken and poultry,We raise our own chickens,positive,explicit,95,7c0d0af95f8b1f08,1
I am the main household cook,I eat mainly chicken and poultry,positive,implicit,35,7c0d0af95f8b1f08,1
I am the main household cook,I eat meat daily,positive,implicit,30,7c0d0af95f8b1f08,1
I am the main household cook,We raise our own chickens,positive,implicit,30,7c0d0af95f8b1f08,1
I am the main household cook,Availability influences my meat choices,positive,implicit,30,7c0d0af95f8b1f08,1
I am the main household cook,Cost influences my meat choices,positive,implicit,30,7c0d0af95f8b1f08,1
I am the main household cook,I eat meat because it is filling,positive,implicit,25,7c0d0af95f8b1f08,1
I eat mainly chicken and poultry,My household eats what I cook,positive,explicit,75,7c0d0af95f8b1f08,1
My household eats what I cook,We raise our own chickens,positive,implicit,40,7c0d0af95f8b1f08,1
Chicken is easier for social situations,I eat only chicken and turkey,positive,explicit,90,ec02d5c2a65d3fd2,1
Chicken is easier for social situations,I struggle getting enough protein vegetarian,positive,explicit,85,ec02d5c2a65d3fd2,1
I avoid eating beef,I avoid eating pork,positive,implicit,80,ec02d5c2a65d3fd2,1
I avoid eating beef,I did not like pork or beef taste,positive,explicit,95,ec02d5c2a65d3fd2,1
I avoid eating pork,I did not like pork or beef taste,positive,explicit,95,ec02d5c2a65d3fd2,1
I eat only chicken and turkey,I avoid eating beef,positive,explicit,85,ec02d5c2a65d3fd2,1
I eat only chicken and turkey,I avoid eating pork,positive,explicit,85,ec02d5c2a65d3fd2,1
I eat only chicken and turkey,I focus on meat for protein,positive,explicit,90,ec02d5c2a65d3fd2,1
I eat only chicken and turkey,I struggle getting enough protein vegetarian,positive,explicit,80,ec02d5c2a65d3fd2,1
I focus on meat for protein,I struggle getting enough protein vegetarian,positive,explicit,92,ec02d5c2a65d3fd2,1
I did not like pork or beef taste,I focus on meat for protein,positive,explicit,40,ec02d5c2a65d3fd2,1
I did not like pork or beef taste,I eat only chicken and turkey,positive,explicit,82,ec02d5c2a65d3fd2,1
I struggle getting enough protein vegetarian,I want to reduce environmental impact,negative,explicit,65,ec02d5c2a65d3fd2,1
I eat only chicken and turkey,I want to reduce environmental impact,positive,implicit,50,ec02d5c2a65d3fd2,1
I am concerned about environmental impact,I am motivated by health reasons,positive,explicit,60,54cc4241bdbfff9e,1
I am concerned about environmental impact,I am motivated by personal values,positive,explicit,65,54cc4241bdbfff9e,1
I am concerned about environmental impact,I am trying to reduce meat consumption,positive,explicit,90,54cc4241bdbfff9e,1
I am concerned about environmental impact,I avoid eating red meat,positive,explicit,85,54cc4241bdbfff9e,1
I am motivated by health reasons,I am motivated by personal values,positive,explicit,70,54cc4241bdbfff9e,1
I am motivated by health reasons,I am trying to reduce meat consumption,positive,explicit,90,54cc4241bdbfff9e,1
I am motivated by health reasons,I avoid eating red meat,positive,explicit,85,54cc4241bdbfff9e,1
I am motivated by personal values,I am trying to reduce meat consumption,positive,explicit,75,54cc4241bdbfff9e,1
I am motivated by personal values,I avoid eating red meat,positive,implicit,55,54cc4241bdbfff9e,1
I am trying to reduce meat consumption,I avoid eating red meat,positive,explicit,95,54cc4241bdbfff9e,1
I am trying to reduce meat consumption,I eat about five servings of meat a week,positive,explicit,85,54cc4241bdbfff9e,1
I avoid eating red meat,I eat about five servings of meat a week,positive,explicit,70,54cc4241bdbfff9e,1
I am trying to reduce meat consumption,My partner is also reducing meat consumption,positive,explicit,80,54cc4241bdbfff9e,1
I avoid eating red meat,My partner is also reducing meat consumption,positive,explicit,70,54cc4241bdbfff9e,1
I am unwilling to butcher cows or pigs,I avoid eating beef and pork,positive,explicit,95,97773a8839d3f6fe,1
I avoid eating beef and pork,I consider health when choosing meat,positive,explicit,90,97773a8839d3f6fe,1
I avoid eating beef and pork,I consider price when choosing meat,positive,explicit,60,97773a8839d3f6fe,1
I avoid eating beef and pork,I consider ethics when eating meat,positive,explicit,70,97773a8839d3f6fe,1
I consider animal intelligence,I am unwilling to butcher cows or pigs,positive,explicit,85,97773a8839d3f6fe,1
I consider animal intelligence,I avoid eating beef and pork,positive,explicit,80,97773a8839d3f6fe,1
I consider animal intelligence,I consider ethics when eating meat,positive,explicit,88,97773a8839d3f6fe,1
I consider ethics when eating meat,I am unwilling to butcher cows or pigs,positive,explicit,80,97773a8839d3f6fe,1
I consider health when choosing meat,I primarily eat chicken,positive,explicit,92,97773a8839d3f6fe,1
I consider health when choosing meat,My household primarily eats chicken,positive,explicit,80,97773a8839d3f6fe,1
I consider health when choosing meat,I consider price when choosing meat,positive,explicit,60,97773a8839d3f6fe,1
I consider environmental impact of meat,I consider ethics when eating meat,positive,explicit,77,97773a8839d3f6fe,1
I consider environmental impact of meat,I primarily eat chicken,positive,implicit,45,97773a8839d3f6fe,1
I consider ethics when eating meat,I primarily eat chicken,positive,explicit,90,97773a8839d3f6fe,1
I primarily eat chicken,My household primarily eats chicken,positive,explicit,98,97773a8839d3f6fe,1
I consider ethics when eating meat,I consider price when choosing meat,positive,implicit,40,97773a8839d3f6fe,1
Documentaries influence my views on meat,I consider animal intelligence,positive,explicit,65,97773a8839d3f6fe,1
Documentaries influence my views on meat,I consider ethics when eating meat,positive,explicit,60,97773a8839d3f6fe,1
Documentaries influence my views on meat,I consider environmental impact of meat,positive,explicit,60,97773a8839d3f6fe,1
I approve eating animals if not cruel,I sometimes choose meat with fewer antibiotics,positive,explicit,80,ac2d736537b2aa39,1
I approve eating animals if not cruel,My family has always eaten meat,positive,explicit,60,ac2d736537b2aa39,1
I approve eating animals if not cruel,I eat meat regularly,positive,implicit,70,ac2d736537b2aa39,1
I eat chicken most often,I eat meat regularly,positive,explicit,90,ac2d736537b2aa39,1
I eat meat regularly,I like the taste of meat,positive,explicit,85,ac2d736537b2aa39,1
I eat meat regularly,I like the texture of meat,positive,explicit,70,ac2d736537b2aa39,1
I eat meat regularly,I want to get protein from meat,positive,explicit,80,ac2d736537b2aa39,1
I like the taste of meat,I like the texture of meat,positive,explicit,95,ac2d736537b2aa39,1
I like the taste of meat,I want to get protein from meat,positive,explicit,75,ac2d736537b2aa39,1
I like the taste of meat,I eat chicken most often,positive,implicit,60,ac2d736537b2aa39,1
I like the texture of meat,I eat chicken most often,positive,implicit,40,ac2d736537b2aa39,1
I want to get protein from meat,I eat chicken most often,positive,explicit,70,ac2d736537b2aa39,1
I want to get protein from meat,I dislike tofu,positive,implicit,50,ac2d736537b2aa39,1
I want to get protein from meat,I eat meat regularly,positive,explicit,80,ac2d736537b2aa39,1
I dislike tofu,I eat meat regularly,positive,implicit,55,ac2d736537b2aa39,1
I approve eating animals if not cruel,I want to get protein from meat,positive,implicit,50,ac2d736537b2aa39,1
I approve eating animals if not cruel,I dislike tofu,positive,implicit,35,ac2d736537b2aa39,1
I approve eating animals if not cruel,I eat chicken most often,positive,implicit,40,ac2d736537b2aa39,1
I eat meat regularly,My family has always eaten meat,positive,explicit,90,ac2d736537b2aa39,1
I am not a fan of pork,I enjoy eating different kinds of meat,negative,explicit,40,87e1dbf2ddd33fb1,1
I enjoy eating different kinds of meat,I limit meat to two or three days weekly,negative,explicit,65,87e1dbf2ddd33fb1,1
