key,stance_1,stance_2,canvas
7a28a7b7738bc656,I considered reducing meat for my health,I enjoy eating meat,conflict
ea0c4e9dce422f7c,I want to eat less meat,I worry about animal welfare,support
ea0c4e9dce422f7c,I try to eat enough meat,I want to get enough protein,support
ea0c4e9dce422f7c,I am trying to eat more vegetables,I feel healthier eating less meat,support
ea0c4e9dce422f7c,I am trying to eat more vegetables,I think eating a lot of meat is unhealthy,support
ea0c4e9dce422f7c,I think eating a lot of meat is unhealthy,I want to get enough protein,conflict
ea0c4e9dce422f7c,I feel healthier eating less meat,I want to get enough protein,conflict
ea0c4e9dce422f7c,I try to eat enough meat,I worry about animal welfare,conflict
ea0c4e9dce422f7c,I want to eat less meat,I want to get enough protein,conflict
2b66cc6ef7bd17ea,I eat meat regularly,I want high-quality protein,support
2b66cc6ef7bd17ea,I prefer animal welfare-friendly meat,I want high-quality protein,support
2b66cc6ef7bd17ea,I care for my mother's diet,I want high-quality protein,support
2b66cc6ef7bd17ea,I eat less beef than before,I have financial limitations,support
2b66cc6ef7bd17ea,I am concerned about soy and estrogen,I dislike soy products,support
2b66cc6ef7bd17ea,I avoid high-carbohydrate foods,I want high-quality protein,support
2b66cc6ef7bd17ea,I have financial limitations,I want high-quality protein,conflict
2b66cc6ef7bd17ea,I have financial limitations,I prefer animal welfare-friendly meat,conflict
2b66cc6ef7bd17ea,I avoid high-carbohydrate foods,I have financial limitations,conflict
2b66cc6ef7bd17ea,I eat meat regularly,I have financial limitations,conflict
92dabeb709641989,I grew up eating meat regularly,Meat-centered meals feel complete,support
92dabeb709641989,I grew up eating meat regularly,My family eats meat with every meal,support
92dabeb709641989,I eat meat with every meal,My family eats meat with every meal,support
92dabeb709641989,I eat meat with every meal,I grew up eating meat regularly,support
92dabeb709641989,I eat meat with every meal,I enjoy the taste of meat,support
92dabeb709641989,I enjoy the taste of meat,I grew up eating meat regularly,support
92dabeb709641989,I eat meat with every meal,Meat is prevalent in my cultural cuisine,support
92dabeb709641989,I grew up eating meat regularly,Meat is prevalent in my cultural cuisine,support
92dabeb709641989,I am concerned about the environment,I prefer sourcing meat from local producers,support
92dabeb709641989,I want a high protein diet,Meat-centered meals feel complete,support
92dabeb709641989,I eat meat with every meal,I want a high protein diet,support
92dabeb709641989,I am concerned about the environment,I grew up eating meat regularly,conflict
92dabeb709641989,I am concerned about the environment,I eat meat with every meal,conflict
92dabeb709641989,I am concerned about the environment,My family eats meat with every meal,conflict
92dabeb709641989,I am concerned about the environment,Meat is prevalent in my cultural cuisine,conflict
92dabeb709641989,I am concerned about the environment,Meat-centered meals feel complete,conflict
f3ccb99647a78111,I cook meat when available,I enjoy the texture of meat,support
f3ccb99647a78111,I enjoy the taste of meat,I prefer eating meat,support
f3ccb99647a78111,I cook meat when available,I enjoy the taste of meat,support
f3ccb99647a78111,I cook meat when available,I prefer eating meat,support
f3ccb99647a78111,I enjoy the taste of meat,I enjoy the texture of meat,support
f3ccb99647a78111,I prefer eating meat,Social contacts prefer eating meat,support
f3ccb99647a78111,I enjoy the taste of meat,Social contacts prefer eating meat,support
f3ccb99647a78111,Social contacts eat meat similarly,Social contacts prefer eating meat,support
f3ccb99647a78111,I enjoy the taste of meat,Social contacts eat meat similarly,support
f3ccb99647a78111,I prefer eating meat,Social contacts eat meat similarly,support
f3ccb99647a78111,I cook meat when available,Social contacts eat meat similarly,support
f3ccb99647a78111,I enjoy the texture of meat,Social contacts eat meat similarly,support
5ed80b15ba44099f,I am open to trying new meats,I enjoy eating meat,support
5ed80b15ba44099f,I enjoy eating meat,Meat tastes great to me,support
5ed80b15ba44099f,I eat every type of meat,I enjoy eating meat,support
5ed80b15ba44099f,Easier to get protein from meat,I enjoy eating meat,support
5ed80b15ba44099f,I enjoy eating meat,I feel weak without eating meat,conflict
3307a1b25ba01794,I find meat convenient,I grew up eating meat,support
3307a1b25ba01794,I eat meat regularly,Most recipes I know use meat,support
3307a1b25ba01794,I eat meat regularly,Meat keeps me feeling full longer,support
3307a1b25ba01794,I grew up eating meat,Meat feels familiar and satisfying,support
3307a1b25ba01794,I find meat convenient,Most recipes I know use meat,support
3307a1b25ba01794,Meals and gatherings usually include meat,People around me eat meat regularly,support
3307a1b25ba01794,I want a more balanced diet,I want to feel healthier,support
3307a1b25ba01794,I eat meat regularly,I want to feel healthier,conflict
3307a1b25ba01794,I eat meat regularly,I want a more balanced diet,conflict
3307a1b25ba01794,I want to feel healthier,Most recipes I know use meat,conflict
3307a1b25ba01794,I want a more balanced diet,Meat keeps me feeling full longer,conflict
f98f0b882797728b,I am concerned about cholesterol,I eat more fish and chicken,support
f98f0b882797728b,I am concerned about cholesterol,I try to avoid red meat,support
f98f0b882797728b,I buy meat available at grocery stores,I eat common meat regularly,support
f98f0b882797728b,I avoid uncommon meats like rabbit,I eat common meat regularly,support
f98f0b882797728b,I eat common meat regularly,My family values eating common meat,support
f98f0b882797728b,I am influenced by meat affordability,I buy meat available at grocery stores,support
f98f0b882797728b,I eat common meat regularly,I try to avoid red meat,conflict
ef09b0942ba51b5e,Eating meat is a habit,Social contacts also eat meat out of habit,support
ef09b0942ba51b5e,I eat meat for lunch and dinner,Meals feel incomplete without meat,support
ef09b0942ba51b5e,I skip meat at breakfast,Meat for breakfast is expensive,support
ef09b0942ba51b5e,Eating meat is a habit,Meals feel incomplete without meat,support
ef09b0942ba51b5e,I want to eat less meat for health,I want to lower my A1c level,support
ef09b0942ba51b5e,I skip meat at breakfast,I want to eat less meat for health,support
ef09b0942ba51b5e,I eat meat for lunch and dinner,I want to lower my A1c level,conflict
ef09b0942ba51b5e,I want to eat less meat for health,Social contacts also eat meat out of habit,conflict
ef09b0942ba51b5e,Family and friends include meat in meals,I want to eat less meat for health,conflict
ef09b0942ba51b5e,Becoming pescatarian is my goal,I eat meat for lunch and dinner,conflict
ef09b0942ba51b5e,Becoming pescatarian is my goal,Family and friends include meat in meals,conflict
ef09b0942ba51b5e,I skip meat at breakfast,Meat for breakfast is expensive,conflict
ef09b0942ba51b5e,Becoming pescatarian is my goal,Social contacts also eat meat out of habit,conflict
cde5af9c10e5d7af,I love animals,I tried being vegetarian,support
cde5af9c10e5d7af,I eat chicken and fish,I want to be healthy,support
cde5af9c10e5d7af,I like clean meats,I want to be healthy,support
cde5af9c10e5d7af,I eat chicken and fish,I like clean meats,support
cde5af9c10e5d7af,I eat chicken and fish,I love animals,conflict
cde5af9c10e5d7af,I like clean meats,I love animals,conflict
7142ee58205c21de,I eat meat a couple times a day,I enjoy eating meat,support
7142ee58205c21de,I sometimes have vegetarian meals,I try to balance meat with other foods,support
7142ee58205c21de,I sometimes have vegetarian meals,I want lighter or more vegetable meals sometimes,support
7142ee58205c21de,I try to balance meat with other foods,I want to eat healthier and add variety,support
7142ee58205c21de,I notice meat-eating when thinking about health,I try to balance meat with other foods,support
7142ee58205c21de,I am influenced by friends eating vegetarian meals,I sometimes have vegetarian meals,support
7142ee58205c21de,I am influenced by family enjoying meat-free meals,I sometimes have vegetarian meals,support
7142ee58205c21de,I enjoy eating meat,I want lighter or more vegetable meals sometimes,conflict
7142ee58205c21de,I eat meat a couple times a day,I sometimes have vegetarian meals,conflict
7142ee58205c21de,I sometimes have vegetarian meals,I try to balance meat with other foods,conflict
